0.12112369922464 0.00198515584214416 0.1 0.25
0.100401705684149 0.00159996224850645 0.03 0.25
0.10919552897082 0.00176569376369394 0.05 0.25
0.0979070376002669 0.00148053589560265 0.02 0.25
0.140061247435709 0.00223080017649818 0.2 0.25
0.189753838528241 0.00304021313100368 0.5 0.25
0.155102738900891 0.00254870484630907 0.3 0.25
0.236719976324498 0.00382738163195841 1 0.25
0.194958382666529 0.00307285477112516 0.1 0.2
0.182246435820556 0.00287743248193168 0.03 0.2
0.188219825789544 0.00289757966093374 0.05 0.2
0.173337246648217 0.00271565266910373 0.02 0.2
0.213630601161405 0.0034617912662732 0.2 0.2
0.256804042980226 0.00412196726073225 0.5 0.2
0.231066153759128 0.0038708490953557 0.3 0.2
0.3093906856571 0.0049001852455206 1 0.2
0.00973201555120802 0.000150613590266707 0.1 0.5
0.00265817865967294 4.3343945082145e-05 0.03 0.5
0.00462679013316196 7.60897867241088e-05 0.05 0.5
0.00154167528196294.56385287805142e-05 0.02 0.5
0.0185040664673779 0.000299948445750202 0.2 0.5
0.0421060279888981 0.000690554879139095 0.5 0.5
0.0274483802779103 0.000449222176067971 0.3 0.5
0.0711216787778755 0.00115471000805397 1 0.5
0.0246406389991128 0.000396578262212422 0.1 0.4
0.0106993559602021 0.000170995971102325 0.03 0.4
0.0150443666788698 0.00023533417576986 0.05 0.4
0.0077687017911933 0.000120837513071133 0.02 0.4
0.0407344863847398 0.000638525731226381 0.2 0.4
0.0724766096358481 0.00122939481945483 0.5 0.4
0.0521269080500653 0.000837460177715252 0.3 0.4
0.115575393549796 0.00189527837198505 1 0.4
0.070802918927356 0.00110645896314091 0.1 0.3
0.0496859189032543 0.000798879042494103 0.03 0.3
0.0568023307446554 0.000931839514567454 0.05 0.3
0.045082492185472 0.000722646587728892 0.02 0.3
0.0945224048075184 0.00137509680358905 0.2 0.3
0.132618439168372 0.00203851475768929 0.5 0.3
0.106783745612483 0.0017716193050601 0.3 0.3
0.181953523694904 0.00286277668364679 1 0.3
0.0304943596891287 0.000492386197360621 0.1 0.38
0.0145541535222459 0.000239367954896816 0.03 0.38
0.0195564304686203 0.000314797492186937 0.05 0.38
0.0109560843585814 0.000180056894141617 0.02 0.38
0.0467391922618219 0.000757912511988889 0.2 0.38
0.0818889731354796 0.00133553833262622 0.5 0.38
0.0638692436057954 0.00100409069854523 0.3 0.38
0.124286888613542 0.00199001149028889 1 0.38
0.0635591476426128 0.00100147155318806 0.1 0.31
0.0431896668040017 0.000692608764167442 0.03 0.31
0.0506184129369406 0.000799790445484458 0.05 0.31
0.0372704601823654 0.000603120099773389 0.02 0.31
0.0831324133656087 0.00134136530919996 0.2 0.31
0.124558804692739 0.00203518919368203 0.5 0.31
0.0961005202175713 0.0015968160191985 0.3 0.31
0.177697464360347 0.00285891545687744 1 0.31
0.0152141004358375 0.000236710576595937 0.1 0.45
0.00504355177520149 7.72715960625421e-05 0.03 0.45
0.00830409468263452 0.000135534127956075 0.05 0.45
0.00324798448831188 5.37716483215227e-05 0.02 0.45
0.027609467181597 0.000411669097827864 0.2 0.45
0.0566823022165767 0.00086282493572647 0.5 0.45
0.0370232536155489 0.000606822677706009 0.3 0.45
0.0895065030462272 0.00145310076408919 1 0.45
0.046958914669804 0.000775972301343742 0.1 0.34
0.0269173946746591 0.000428909532560239 0.03 0.34
0.033341963312123 0.00052578035353696 0.05 0.34
0.0233161116547546 0.000364816651523827 0.02 0.34
0.0655223117465568 0.00102721998332932 0.2 0.34
0.104929056558176 0.00171518648290785 0.5 0.34
0.0807472443682168 0.00126481699631133 0.3 0.34
0.152513616919147 0.00244598300324132 1 0.34
0.0506043499109391 0.000790744650614611 0.1 0.33
0.0311184685068395 0.000497841007136775 0.03 0.33
0.0378748285519563 0.000569075137422764 0.05 0.33
0.0275164188947766 0.000439014768150291 0.02 0.33
0.0719979318035378 0.00118102725676814 0.2 0.33
0.111291172173387 0.00175974639347458 0.5 0.33
0.0854908069942353 0.00139011087943395 0.3 0.33
0.159743044175923 0.00260434070954082 1 0.33
0.0573917479082916 0.000920882178311308 0.1 0.32
0.0365950136778454 0.00058031374544005 0.03 0.32
0.0427409770163099 0.00068804133636561 0.05 0.32
0.0315912492390791 0.000511589114154785 0.02 0.32
0.0784947016511211 0.00124045571884719 0.2 0.32
0.118690796480283 0.00189210617394109 0.5 0.32
0.0919520196047853 0.00142620160714231 0.3 0.32
0.170159975253283 0.00274726636793971 1 0.32
0.0414367951743081 0.000697214903968251 0.1 0.35
0.0229297300821571 0.000387924365469971 0.03 0.35
0.0297098452639701 0.000491067370124869 0.05 0.35
0.0192244238433993 0.000301254063861208 0.02 0.35
0.0582457317087295 0.000955556134925636 0.2 0.35
0.0977050091433167 0.00157315475814514 0.5 0.35
0.0740647804799028 0.00117434520158289 0.3 0.35
0.142753134680658 0.00236918660803996 1 0.35
0.0380798172230543 0.000623005401137764 0.1 0.359
0.0204502918322256 0.000343672242208039 0.03 0.359
0.0264985709549747 0.000404529484500199 0.05 0.359
0.0159852610602759 0.000248236007230017 0.02 0.359
0.0565133978060223 0.000942968689875693 0.2 0.359
0.0913877877516724 0.00148523496331752 0.5 0.359
0.0704889655985192 0.00111026771684432 0.3 0.359
0.139607019029532 0.00221053084345247 1 0.359
